recipe_title,description,num_steps,combined_text,ingredients_raw,cuisine_list,tastes,cook_speed,est_cook_time_min,difficulty,dietary_profile,healthiness_score,health_flags,health_level
Herby Garlic Skillet Dinner Rolls,"These herby garlic skillet dinner rolls are dressed-up frozen dinner roll dough, baked with a buttery garlic and herb coating, and topped with a little grated Parmesan cheese. Your guests will love them!",6,"herby garlic skillet dinner rolls allrecipes allstar recipes allrecipes allstars bread 1/2 cup unsalted butter 1 pinch kosher salt 2 cloves garlic, 2 tablespoons parsley 1 tablespoon fresh rosemary 18 dough balls 1 tablespoon grated parmesan cheese brush a 10-inch cast iron skillet with melted butter. combine remaining melted butter, salt, garlic, flat-leaf parsley, and rosemary in a large mixing bowl. place thawed dough balls into the butter and herb mixture and coat each dough ball thoroughly. place coated dough balls in the prepared skillet. reserve any remaining butter-herb mixture. lightly brush a piece of plastic wrap with melted butter, and cover rolls, with buttered side toward rolls. set in a warm place, without drafts until doubled in size, 2 to 3 hours. preheat the oven to 375 degrees f (190 degrees c). gently remove plastic wrap. melt remaining herb butter in the microwave, if necessary, and pour over the top of the rolls. sprinkle with parmesan cheese. bake rolls in the preheated oven until lightly browned, 15 to 20 minutes. remove from the oven and cool in the pan for 3 to 5 minutes. serve warm.","[""1/2 cup unsalted butter"", ""1 pinch kosher salt"", ""2 cloves garlic,"", ""2 tablespoons parsley"", ""1 tablespoon fresh rosemary"", ""18 dough balls"", ""1 tablespoon grated Parmesan cheese""]","[""asian"", ""european"", ""french"", ""italian"", ""korean"", ""mediterranean"", ""middle eastern region""]","[""savory"", ""umami""]",fast,72,hard,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",68,"[""plant_based"", ""fried""]",moderate
Dill Pickle Cornbread Muffins,"These dill pickle cornbread muffins are a new twist on a cornbread muffin. Don't worry, the dill pickle flavor will not overwhelm, but you'll taste its subtle essence. These muffins are delicious with a bowl of chili, but we also enjoy them simply with a pat of butter and a drizzle of hot honey. For a variation, try spicy hot dill pickles for an even bolder flavor.",5,"dill pickle cornbread muffins allrecipes allstar recipes allrecipes allstars bread 1 cup yellow cornmeal 1 cup all-purpose flour 2 teaspoons baking powder 2 teaspoons sugar 1/2 teaspoon salt 1 cup whole milk 2 large eggs 1/4 cup dill pickle brine 1/4 cup unsalted butter, melted and cooled 1/3 cup dill pickle 2 tablespoons red bell pepper preheat the oven to 400 degrees f (200 degrees c). spray a standard 12-well muffin pan with nonstick cooking spray or line with paper muffin liners. in a large bowl, mix cornmeal, flour, baking powder, sugar, and salt. whisk milk, eggs, pickle brine, and butter together in a small bowl. pour over flour mixture, and stir just until combined. fold in dill pickle and red bell pepper. spoon batter evenly into the prepared muffin pan, filling each cup about 2/3 full. bake until muffins are starting to turn golden brown, 15 to 20 minutes, or until a toothpick inserted into the center comes out clean. cool in the pan for about 5 minutes, then remove muffins to a wire rack. serve warm or at room temperature.","[""1 cup yellow cornmeal"", ""1 cup all-purpose flour"", ""2 teaspoons baking powder"", ""2 teaspoons sugar"", ""1/2 teaspoon salt"", ""1 cup whole milk"", ""2 large eggs"", ""1/4 cup dill pickle brine"", ""1/4 cup unsalted butter, melted and cooled"", ""1/3 cup dill pickle"", ""2 tablespoons red bell pepper""]","[""american"", ""american_region"", ""european"", ""french""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,56,hard,"[""nut_free"", ""halal"", ""kosher""]",62,"[""plant_based"", ""sugary"", ""fried""]",moderate
Easy Cottage Cheese Wrap,"This easy cottage cheese wrap is a keto-style flatbread, sprinkled with everything seasoning, a perfect base for a high-protein breakfast wrap. The batter is whipped up in a blender, then poured on a baking sheet and baked.",3,"easy cottage cheese wrap allrecipes allstar recipes allrecipes allstars bread nonstick cooking spray 2 large eggs 1/2 cup high protein cottage cheese 1/4 teaspoon seasoning preheat the oven to 380 degrees f (193 degrees c). line a rimmed baking sheet with parchment and spray with nonstick spray. add eggs and cottage cheese to the jar of a blender; blend on high until smooth, about 30 seconds. pour mixture onto the prepared pan in a roughly rectangular shape. sprinkle bagel seasoning over mixture. bake in the preheated oven for 20 minutes. remove immediately. allow to cool about 5 minutes before removing wrap from parchment.","[""nonstick cooking spray"", ""2 large eggs"", ""1/2 cup high protein cottage cheese"", ""1/4 teaspoon seasoning""]","[""unknown""]","[""spicy"", ""savory"", ""umami""]",fast,21,easy,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,"[""neutral""]",moderate
Ham and Gruy??re Scones,"These ham and Gruy??re scones, with tiny pieces of ham and nutty grated Gruy??re, are perfect for any time of day. Crunchy on the outside and tender on the inside, the savory scones are delicious with eggs in the morning, tasty with a bowl of soup or a salad at lunch, and delightful in the evening as a dinner bread.",7,"ham and gruy??re scones allrecipes allstar recipes allrecipes allstars bread 2 cups all-purpose flour 1 tablespoon white sugar 2 teaspoons baking powder 1 teaspoon salt 3/4 cup butter 3/4 cup cooked ham 3/4 cup gruy??re cheese 1/2 cup heavy cream 1 large egg 1 teaspoon water 1 pinch salt combine flour, sugar, baking powder, and salt in a large mixing bowl. use a pastry cutter to cut butter into flour mixture until it resembles rice or coarse meal. stir in ham and gruy??re until evenly mixed. moisten flour mixture with cream, until dough begins to come together. add a bit more cream, milk, or water if dough seems dry. turn out on a floured work surface and fold dough onto itself. gently stretch dough, turning and folding 3 or 4 times. lightly flour a rolling pin and roll dough out 1/2- to 3/4-inch thick, turning dough a quarter turn occasionally. cut scones with a lightly floured 3-inch biscuit cutter; press cutter straight down, without twisting. pat dough scraps together and cut as needed. line a baking sheet with parchment; place cut scones on the sheet. whisk egg, water, and pinch salt together in a small bowl. brush tops of scones with egg wash, and refrigerate for about 20 minutes. preheat the oven to 450 degrees f (235 degrees c). brush the top of the scones with the egg mixture again. bake scones in the center of the preheated oven until tops are crispy and lightly browned, 15 to 20 minutes. serve warm or at room temperature.","[""2 cups all-purpose flour"", ""1 tablespoon white sugar"", ""2 teaspoons baking powder"", ""1 teaspoon salt"", ""3/4 cup butter"", ""3/4 cup cooked ham"", ""3/4 cup Gruy??re cheese"", ""1/2 cup heavy cream"", ""1 large egg"", ""1 teaspoon water"", ""1 pinch salt""]","[""european"", ""french""]","[""sweet"", ""savory"", ""umami""]",medium,87,hard,"[""nut_free""]",46,"[""sugary"", ""fried"", ""processed_meat""]",unhealthy
Lemon Cranberry Bread,"This lemon cranberry bread is a bright, citrusy quick bread, chock full of tart, tangy dried cranberries, and finished off with a lemon-cream cheese icing. It's a tasty treat perfect for any occasion.",5,"lemon cranberry bread allrecipes allstar recipes allrecipes allstars bread 1 cup white sugar 3/4 cup buttermilk 1/2 cup vegetable oil 2 extra large eggs 2 tablespoons fresh lemon zest 2 tablespoons fresh lemon juice 1/2 teaspoon salt 1/2 teaspoon vanilla extract 2 cups all-purpose flour 3/4 teaspoon baking powder 1/2 teaspoon baking soda 1 cup dried cranberries preheat the oven to 350 degrees f (175 degrees c). generously butter an 8-1/2x4-1/2-inch loaf pan, and line the bottom with parchment paper. for bread, whisk together sugar, buttermilk, oil, eggs, lemon zest, lemon juice, salt, and vanilla in a large bowl until thoroughly combined. add in 2 cups flour, baking powder, and baking soda and mix until incorporated. toss cranberries with about 1 1/2 teaspoons flour in a small bowl until coated. fold cranberries into batter. pour batter into the prepared pan. bake in the preheated oven until a toothpick inserted into the center of the loaf comes out with just a few moist crumbs, 50 to 60 minutes. cool bread in the pan for 20 minutes, then remove to a wire rack to cool completely. for icing, beat cream cheese, confectioner's sugar, lemon juice, milk, and pinch of salt together in a bowl with an electric mixer until fully smooth and combined. add more milk if needed for thinner icing, 1/2 teaspoon at a time. spread glaze evenly over the top of cooled loaf.","[""1 cup white sugar"", ""3/4 cup buttermilk"", ""1/2 cup vegetable oil"", ""2 extra large eggs"", ""2 tablespoons fresh lemon zest"", ""2 tablespoons fresh lemon juice"", ""1/2 teaspoon salt"", ""1/2 teaspoon vanilla extract"", ""2 cups all-purpose flour"", ""3/4 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""1 cup dried cranberries""]","[""european"", ""french"", ""greek"", ""middle eastern region""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,27,medium,"[""nut_free"", ""halal"", ""kosher""]",54,"[""plant_based"", ""sugary"", ""fried""]",moderate
Cinnamon Buttermilk Bread,"This cinnamon buttermilk bread has a bit of applesauce to make it moist, and no oil or butter. With simple ingredients you'll nearly always have on hand, it makes a great any-day snack.",5,"cinnamon buttermilk bread allrecipes allstar recipes allrecipes allstars bread 2 cups all-purpose flour 1 cup sugar, 2 teaspoons baking powder 1/2 teaspoon baking soda 2 1/2 teaspoons cinnamon 1 teaspoon salt 1 cup buttermilk 1/4 cup applesauce 2 large eggs 2 teaspoons vanilla extract 2 teaspoons unsalted butter preheat the oven to 350 degrees f (175 degrees c) and lightly spray a 9x5-inch loaf pan with nonstick spray. whisk flour, 1 cup sugar, baking powder, baking soda, 1 1/2 teaspoons cinnamon, and salt together in a large bowl. stir buttermilk, applesauce, eggs, and vanilla together in a cup. stir wet ingredients into dry ingredients until well combined. pour into the prepared loaf pan and smooth the top. combine remaining sugar, cinnamon, and butter in a small bowl with a fork until crumbly. sprinkle over batter in loaf pan. bake until a toothpick inserted into the middle comes out clean, about 50 minutes.","[""2 cups all-purpose flour"", ""1 cup sugar,"", ""2 teaspoons baking powder"", ""1/2 teaspoon baking soda"", ""2 1/2 teaspoons cinnamon"", ""1 teaspoon salt"", ""1 cup buttermilk"", ""1/4 cup applesauce"", ""2 large eggs"", ""2 teaspoons vanilla extract"", ""2 teaspoons unsalted butter""]","[""european"", ""french""]","[""sweet"", ""sour"", ""savory""]",fast,39,medium,"[""nut_free"", ""halal"", ""kosher""]",62,"[""plant_based"", ""sugary"", ""fried""]",moderate
Salted Caramel Pumpkin Muffins,These salted caramel pumpkin muffins use a sweet-salty purchased salted caramel spice to enliven traditional pumpkin muffins.,7,"salted caramel pumpkin muffins allrecipes allstar recipes allrecipes allstars bread 2 1/4 cups flour 2 teaspoons baking powder 1/2 teaspoon baking soda 2 teaspoons cinnamon 2 teaspoons caramel spice (such as savory spice) 1/2 teaspoon nutmeg 1 pinch salt 1 stick unsalted butter 1/2 cup packed light brown sugar 1/4 cup sugar 1 teaspoon vanilla bean paste 2 large eggs 1 (15 ounce) can pumpkin puree 1/4 cup honey vanilla greek yogurt 1 cup chopped walnuts preheat the oven to 400 degrees f (200 degrees c). grease a standard 12-cup muffin pan or line with paper liners. whisk flour, baking powder, baking soda, salted caramel spice, cinnamon, nutmeg, and salt together in a bowl; set aside. beat butter, brown sugar, and white sugar together in a large bowl until creamy. add vanilla bean paste and eggs, one at a time, beating between additions. add pumpkin and yogurt, beat well. add flour mixture a little at a time, beating between each addition. fold in walnuts. for streusel topping, combine flour, brown sugar, salted caramel spice, and cinnamon in a bowl and mix together with a fork. cut in butter with a pastry blender or a fork until mixture resembles coarse meal. fill muffin cups 3/4 full with batter. sprinkle each with streusel topping. bake in the preheated oven until a toothpick inserted near the center comes out clean, about 20 minutes. remove from the oven to cool; serve warm or at room temperature.","[""2 1/4 cups flour"", ""2 teaspoons baking powder"", ""1/2 teaspoon baking soda"", ""2 teaspoons cinnamon"", ""2 teaspoons caramel spice (such as Savory Spice)"", ""1/2 teaspoon nutmeg"", ""1 pinch salt"", ""1 stick unsalted butter"", ""1/2 cup packed light brown sugar"", ""1/4 cup sugar"", ""1 teaspoon vanilla bean paste"", ""2 large eggs"", ""1 (15 ounce) can pumpkin puree"", ""1/4 cup honey vanilla Greek yogurt"", ""1 cup chopped walnuts""]","[""european"", ""french"", ""greek"", ""mediterranean"", ""middle eastern region"", ""turkish""]","[""sweet"", ""spicy"", ""sour"", ""bitter"", ""savory""]",fast,43,hard,"[""halal"", ""kosher""]",42,"[""healthy_fats"", ""sugary"", ""fried""]",unhealthy
Applesauce Muffins,"These applesauce muffins, with warm seasonings that will make you think of fall and back-to-school, are topped with a walnut streusel topping. They're good for breakfast, or a late-day snack.",5,"applesauce muffins allrecipes allstar recipes allrecipes allstars bread 2 tablespoons butter 1/4 cup all-purpose flour 2 tablespoons plus 2 teaspoons brown sugar 2 tablespoons chopped walnuts preheat the oven to 400 degrees f (200 degrees c). prepare a 6-cup jumbo muffin pan with liners or grease with butter. for crumb topping, add butter, flour, brown sugar, and walnuts to a small bowl. use a fork to combine until mixture is small crumbles. set aside. for muffins, whisk milk, eggs, and butter together in a bowl. add brown sugar, applesauce, and vanilla. whisk until blended. set aside. in a separate bowl, stir together flour, baking powder, salt, cinnamon, cloves, and nutmeg. add the dry mixture to the wet ingredients and carefully fold in just until combined. fill each muffin tin about 2/3 full with batter and sprinkle evenly with crumb topping. bake in the preheated oven just until a toothpick comes out clean, about 25 minutes. remove muffins from the pan to cool on a rack.","[""2 tablespoons butter"", ""1/4 cup all-purpose flour"", ""2 tablespoons plus 2 teaspoons brown sugar"", ""2 tablespoons chopped walnuts""]","[""european"", ""french""]","[""sweet"", ""bitter"", ""savory"", ""umami""]",fast,39,medium,"[""halal"", ""kosher""]",64,"[""plant_based"", ""healthy_fats"", ""sugary"", ""fried""]",moderate
Plum Muffins,"These plum muffins, made with fresh chopped plums, almonds, and a sprinkle of candied ginger on top, are sweet-tart, moist, and delicious, a great way to enjoy plum season. Enjoy with a cup of coffee or tea in the morning, or with a glass of milk for an afternoon snack.",6,"plum muffins allrecipes allstar recipes allrecipes allstars bread 2 cups all-purpose flour 1 cup white sugar 2 teaspoons baking powder 1 teaspoon baking soda 1/4 teaspoon nutmeg 1/2 teaspoon ginger 1/2 teaspoon salt 2 large eggs 1/2 cup milk 1/4 teaspoon almond extract 1/2 cup unsalted butter 2 cups plums 1/3 cup chopped almonds 3 tablespoons candied ginger (optional) preheat the oven to 400 degrees f (200 degrees c). prepare a standard 12-cup muffin tin with paper liners. whisk flour, sugar, baking powder, baking soda, nutmeg, powdered ginger, and salt together in a bowl; set aside. whisk eggs, milk, and almond extract together in a bowl or cup; continue whisking and pour in melted butter until combined. add egg mixture to flour mixture, and stir just until dry ingredients are moistened. fold in chopped plums and chopped almonds. divide evenly among the 12 muffin cups, and sprinkle candied ginger over the muffin tops. bake muffins in the preheated oven until muffins spring back when lightly touched, 23 to 25 minutes. remove to cool on a rack, 5 to 10 minutes. serve warm, or at room temperature. store leftover muffins when cool in an airtight container for 2 to 3 days, or wrap and freeze.","[""2 cups all-purpose flour"", ""1 cup white sugar"", ""2 teaspoons baking powder"", ""1 teaspoon baking soda"", ""1/4 teaspoon nutmeg"", ""1/2 teaspoon ginger"", ""1/2 teaspoon salt"", ""2 large eggs"", ""1/2 cup milk"", ""1/4 teaspoon almond extract"", ""1/2 cup unsalted butter"", ""2 cups plums"", ""1/3 cup chopped almonds"", ""3 tablespoons candied ginger (optional)""]","[""asian"", ""chinese"", ""european"", ""french""]","[""sweet"", ""spicy"", ""savory"", ""umami""]",fast,47,hard,"[""halal"", ""kosher""]",62,"[""healthy_fats"", ""sugary"", ""fried""]",moderate
Plum Streusel Muffins,"Moist, plum streusel muffins with a cinnamon-y topping make for a delicious anytime treat! These muffins bake up tall, thanks to not overcrowding the pan. And while baking only 6 muffins at a time may take longer in terms of prepƒ??the end result is worth it.",6,"plum streusel muffins allrecipes allstar recipes allrecipes allstars bread 1/4 cup unsalted butter 1/3 cup light brown sugar 3/4 cup all-purpose flour 1 teaspoon ground cinnamon 1 pinch salt preheat the oven to 400 degrees f (200 degrees c). grease or line every other muffin cup of a standard 12-cup muffin pan. for streusel, combine melted butter, brown sugar, flour, cinnamon, and salt in a small bowl until mixture comes together and forms crumbs. set aside. for muffin batter, mix butter, white sugar, salt, cinnamon, and nutmeg together in a large bowl until combined. add in eggs and vanilla and mix until thoroughly combined. pour in sour cream and milk and mix until combined. add in flour, baking powder, and baking soda and mix until almost all the way incorporated, with some dry spots of flour remaining. add in chopped plums and fold to incorporate. fill every other muffin cup of the prepared pan (so only 6 of the 12 cups) up to the top with the muffin batter. crumble streusel topping over the top of each muffin, reserving enough streusel to bake remaining batter. place muffin pan onto a baking sheet. bake in the preheated oven until muffins are very tall, golden brown, and the tops of the muffins spring back when lightly touched, 20 to 25 minutes. allow muffins to cool in the pan for 5 to 10 minutes before removing to a wire rack to cool completely. repeat baking process of preparing every other muffin cup, filling every other muffin cup up to the top with batter, topping each with streusel, and baking until all the batter is used up.","[""1/4 cup unsalted butter"", ""1/3 cup light brown sugar"", ""3/4 cup all-purpose flour"", ""1 teaspoon ground cinnamon"", ""1 pinch salt""]","[""european"", ""french"", ""russian""]","[""sweet"", ""sour"", ""savory"", ""umami""]",fast,64,medium,"[""halal"", ""kosher""]",46,"[""sugary"", ""fried""]",unhealthy
Cheesy Garlic Bread,This cheesy garlic bread is as simple and straightforward as a cheesy garlic bread should be. Serve with your favorite pasta dish or with soup.,3,"cheesy garlic bread allrecipes allstar recipes allrecipes allstars bread 1 (14 ounce) loaf french bread 8 tablespoons unsalted butter 1 teaspoon garlic powder 1/2 cup grated parmesan-romano 1 cup shredded mozzarella cheese 1/4 cup chopped chopped parsley preheat the oven's broiler to low. place bread slices face up on a baking sheet; brush melted butter over tops. divide garlic powder, parmesan blend, and mozzarella evenly between slices, in that order. place baking sheet on the middle rack. broil on low until golden and bubbly, about 9 minutes. sprinkle with chopped parsley.","[""1 (14 ounce) loaf French bread"", ""8 tablespoons unsalted butter"", ""1 teaspoon garlic powder"", ""1/2 cup grated Parmesan-Romano"", ""1 cup shredded mozzarella cheese"", ""1/4 cup chopped chopped parsley""]","[""asian"", ""european"", ""french"", ""italian"", ""korean"", ""mediterranean"", ""middle eastern region""]","[""savory"", ""umami""]",medium,24,medium,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",62,"[""plant_based"", ""fried""]",moderate
Depression Era Peanut Butter Bread,"This Depression Era peanut butter bread is not too sweet, and was developed during the depression when eggs, oil, and butter were hard to come by. I have modernized it a bit by adding chopped peanuts and PB2 powdered peanut butter, but they are optional. The bread is equally delicious without them.",4,"depression era peanut butter bread allrecipes allstar recipes allrecipes allstars bread cooking spray 2 cups all-purpose flour 2 tablespoons powdered peanut butter 4 teaspoons baking powder 1/2 teaspoon salt 1 1/4 cups peanut butter 1 1/4 cups whole milk 3/4 cup brown sugar 3/4 cup peanuts ( preheat the oven to 350 degrees f (175 degrees c). spray a 9x5-inch loaf pan with nonstick cooking spray. set aside. combine flour, peanut butter powder, baking powder, and salt in a bowl. set aside. mix peanut butter, milk, and brown sugar together in a bowl with an electric mixer until fully combined. add flour mixture and mix on low speed just until flour disappears; stir in peanuts. scoop batter into the prepared loaf pan and smooth out with a spatula. bake in the preheated oven until a toothpick inserted near the center comes out clean, 45 to 55 minutes. cool in the pan on a wire rack for 10 minutes, remove from the pan, then cool completely on the wire rack.","[""cooking spray"", ""2 cups all-purpose flour"", ""2 tablespoons powdered peanut butter"", ""4 teaspoons baking powder"", ""1/2 teaspoon salt"", ""1 1/4 cups peanut butter"", ""1 1/4 cups whole milk"", ""3/4 cup brown sugar"", ""3/4 cup peanuts (""]","[""african"", ""asian"", ""european"", ""french"", ""thai""]","[""sweet"", ""savory"", ""umami""]",fast,24,medium,"[""halal"", ""kosher""]",62,"[""healthy_fats"", ""sugary"", ""fried""]",moderate
Reuben Crescent Rolls,"These Reuben crescent rolls make delightful bite-fuls of refrigerated crescent rolls, filled with pastrami or corned beef, Swiss cheese, and a bit of sauerkraut.",8,"reuben crescent rolls allrecipes allstar recipes allrecipes allstars bread 2 (8-count) cans crescent rolls 8 thin slices pastrami or corned beef 4 slices swiss cheese 1 cup sauerkraut 8 teaspoons thousand island salad dressing 1 large egg, beaten 2 teaspoons caraway seeds preheat the oven to 375 degrees f (190 degrees c) and line a sheet pan with parchment paper. on a cutting board or work surface, separate crescent rolls into 16 triangles, lining them up so that the thin points of the triangles point away from you. cut each slice of pastrami or corned beef diagonally, into 2 triangles, making 16. cut each swiss cheese slice in half, then cut each half diagonally, to make 16 triangles. for each triangle of crescent dough, place a triangle of meat and shape it to be slightly smaller than the crescent dough. add a triangle of swiss cheese. place 1 tablespoon sauerkraut along the bottom edge of each triangle. add 1/2 teaspoon thousand island salad dressing on top of the sauerkraut. roll the crescents away from you, beginning at the wide end and rolling to the narrow point, the same way a crescent roll is made, keeping the filling ingredients inside the dough as it rolls. place each completed roll on the prepared pan. brush each roll-up with egg, and sprinkle with caraway seeds. bake in the preheated oven until golden brown and hot throughout, 21 to 25 minutes. remove to cool on a baking rack for 3 to 5 minutes. serve warm.","[""2 (8-count) cans crescent rolls"", ""8 thin slices pastrami or corned beef"", ""4 slices Swiss cheese"", ""1 cup sauerkraut"", ""8 teaspoons thousand island salad dressing"", ""1 large egg, beaten"", ""2 teaspoons caraway seeds""]","[""european"", ""german""]","[""savory"", ""umami""]",medium,71,hard,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",70,"[""neutral""]",moderate
Grilled Gyro Flatbread,"This scrumptious grilled gyro flatbread begins with prepared pizza dough, and adds all the flavors of a memorable gyro sandwich.",6,"grilled gyro flatbread allrecipes allstar recipes allrecipes allstars bread 1 pizza dough 1 tablespoon olive oil, or as needed 1/3 cup tzatziki sauce 1/3 cup cheese 1/4 cup feta cheese 2 ounces gyro meat, chopped 1 roma tomato, sliced 2 tablespoons black olives sprigs fresh dill, torn, or as needed (optional) preheat a gas grill with all burners on high for 10 to 15 minutes. shape pizza dough and brush one side with olive oil. reduce the flame on half of the grill burners to low, to create areas of direct and indirect heat. carefully place dough, olive oil side facing down, onto the grill over direct heat. close the cover. let dough grill until the bottom is just barely cooked and shows char marks, 1 to 3 minutes. use tongs to move dough to the indirect heat without turning dough over, and grill for 2 to 3 more minutes. transfer dough to a baking sheet. spread tzatziki sauce over dough. add quesadilla cheese, feta cheese, gyro meat, tomato slices, and black olives. return pizza to grill over indirect heat, and grill until cheese has melted, 3 to 4 minutes. top with sprigs of fresh dill, cut into wedges and serve.","[""1 pizza dough"", ""1 tablespoon olive oil, or as needed"", ""1/3 cup tzatziki sauce"", ""1/3 cup cheese"", ""1/4 cup feta cheese"", ""2 ounces gyro meat, chopped"", ""1 roma tomato, sliced"", ""2 tablespoons black olives"", ""sprigs fresh dill, torn, or as needed (optional)""]","[""european"", ""greek"", ""mediterranean"", ""middle eastern region"", ""turkish""]","[""savory"", ""umami""]",slow,144,hard,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",72,"[""plant_based"", ""healthy_fats"", ""fried""]",moderate
Plum and Pecan Muffins,"These plum and pecan muffins are loaded with fruit, so you'll get a taste of plum in every bite. The pecans and ginger bring additional layers of flavor to the sweet, ripe plums.",6,"plum and pecan muffins allrecipes allstar recipes allrecipes allstars bread 2 cups all-purpose flour 1/2 cup white sugar 2 teaspoons baking powder 1 teaspoon ground ginger 1/2 teaspoon baking soda 1 pinch salt 1 cup plain greek yogurt ( 1/2 cup orange juice 2 large eggs 1/4 cup unsalted butter 1 teaspoon vanilla extract 2 cups plums 1/2 cup chopped pecans preheat the oven to 350 degrees f (180 degrees c). spray a 12-cup standard muffin tin with cooking spray or line with paper liners. in a large bowl, stir together flour, sugar, baking powder, ginger, baking soda, and salt. in a separate bowl, whisk yogurt, orange juice, eggs, butter, and vanilla until well combined. make a well in the center of dry ingredients; pour yogurt mixture into well and stir just until batter is combined. gently fold in plums and pecans. evenly spoon batter into the prepared muffin tin cups. bake in the preheated oven until muffins are golden and a toothpick inserted near the center comes out clean, 20 to 25 minutes. allow muffins to cool in the pan for 5 minutes, then remove to a wire rack to cool completely.","[""2 cups all-purpose flour"", ""1/2 cup white sugar"", ""2 teaspoons baking powder"", ""1 teaspoon ground ginger"", ""1/2 teaspoon baking soda"", ""1 pinch salt"", ""1 cup plain Greek yogurt ("", ""1/2 cup orange juice"", ""2 large eggs"", ""1/4 cup unsalted butter"", ""1 teaspoon vanilla extract"", ""2 cups plums"", ""1/2 cup chopped pecans""]","[""asian"", ""chinese"", ""european"", ""french"", ""greek"", ""mediterranean"", ""middle eastern region"", ""turkish""]","[""sweet"", ""spicy"", ""sour"", ""savory""]",fast,42,medium,"[""halal"", ""kosher""]",62,"[""plant_based"", ""sugary"", ""fried""]",moderate
Snickerdoodle Zucchini Bread,The top of this sweet and moist snickerdoodle zucchini bread is full of cracks and crevices filled with a cinnamon-sugar snickerdoodle topping.,4,"snickerdoodle zucchini bread allrecipes allstar recipes allrecipes allstars bread cooking spray 3/4 cup white sugar 2 tablespoons white sugar 1/2 cup oil 1 large egg, at room temperature 1/2 teaspoon vanilla 1 ?« cups flour 1 teaspoon cinnamon 1/2 teaspoon baking soda 1/2 teaspoon salt 1/4 teaspoon baking powder 1/4 teaspoon nutmeg 1/4 teaspoon cream of tartar 1 cup zucchini preheat the oven to 350 degrees f (180 degrees c). spray a loaf pan with non-stick cooking spray. set aside. combine 3/4 cup plus 2 tablespoons sugar, oil, egg, and vanilla in a large bowl; mix well. in another bowl, mix flour, cinnamon, baking soda, salt, baking powder, nutmeg, and cream of tartar. add flour mixture to oil mixture. stir until well combined. batter will be very thick. add zucchini and stir until well incorporated. whisk 1/4 cup sugar and 1/2 teaspoon cinnamon together in a small bowl. pour half the batter into the prepared pan, smoothing with a spatula and top with half of the cinnamon sugar. top with remaining batter, smoothing with a spatula, and top with remaining cinnamon sugar. bake in the preheated oven until a toothpick inserted in the center comes out clean, 45 to 55 minutes. let cool on a wire rack for 15 minutes before turning out.","[""cooking spray"", ""3/4 cup white sugar"", ""2 tablespoons white sugar"", ""1/2 cup oil"", ""1 large egg, at room temperature"", ""1/2 teaspoon vanilla"", ""1 ?« cups flour"", ""1 teaspoon cinnamon"", ""1/2 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1/4 teaspoon baking powder"", ""1/4 teaspoon nutmeg"", ""1/4 teaspoon cream of tartar"", ""1 cup zucchini""]","[""european"", ""french""]","[""sweet"", ""savory"", ""umami""]",fast,24,medium,"[""halal"", ""kosher""]",56,"[""plant_based"", ""sugary"", ""fried""]",moderate
Jalapeno Cheddar Cornbread Muffins,"These jalapeno cornbread muffins with cheese feature sharp Cheddar in the mix, and each one has a secret chunk of mozzarella inside, along with some spice from jalape?ños -I guess it's time to make cornbread different than Mom did!",4,"jalapeno cheddar cornbread muffins allrecipes allstar recipes allrecipes allstars bread 1 cup cornmeal 1 cup flour 4 teaspoons baking powder 1 teaspoon salt 1/3 cup honey 1 large egg 1 cup milk 1/4 cup vegetable oil 2 cups heddar cheese 2 jalapeno peppers, seeded and chopped 2 mozzarella sticks, each cut into 6 pieces 12 jalapeno pepper (optional) preheat the oven to 400 degrees f (200 degrees c). grease or line 12 muffin cups. in a large bowl, mix together cornmeal, flour, baking powder, and salt; stir in honey, egg, milk, and vegetable oil; blend thoroughly. stir in shredded sharp cheddar cheese and chopped jalape?ños. pour or spoon batter into the prepared muffin cups. add a mozzarella piece to the center of each muffin and one jalape?ño slice. bake in the preheated oven until a toothpick inserted into center of a muffin comes out clean, about 14 minutes.","[""1 cup cornmeal"", ""1 cup flour"", ""4 teaspoons baking powder"", ""1 teaspoon salt"", ""1/3 cup honey"", ""1 large egg"", ""1 cup milk"", ""1/4 cup vegetable oil"", ""2 cups heddar cheese"", ""2 jalapeno peppers, seeded and chopped"", ""2 mozzarella sticks, each cut into 6 pieces"", ""12 jalapeno pepper (optional)""]","[""american"", ""american_region"", ""european"", ""italian""]","[""sweet"", ""spicy"", ""savory"", ""umami""]",fast,24,medium,"[""nut_free"", ""halal"", ""kosher""]",56,"[""plant_based"", ""sugary"", ""fried""]",moderate
